Ensembl Gene ID	HGNC symbol
ENSG00000218328	C1orf196
ENSG00000255953	C11orf39
ENSG00000189337	KAZN
ENSG00000183715	OPCML
ENSG00000143493	INTS7
ENSG00000053371	AKR7A2
ENSG00000151689	INPP1
ENSG00000182272	B4GALNT4
ENSG00000180176	TH
ENSG00000122966	CIT
ENSG00000106348	IMPDH1
ENSG00000168421	RHOH
ENSG00000145860	RNF145
ENSG00000174156	GSTA3
ENSG00000111011	RSRC2
ENSG00000174343	CHRNA9
ENSG00000258839	MC1R
ENSG00000170899	GSTA4
ENSG00000125363	AMELX
ENSG00000184363	PKP3
ENSG00000177303	CASKIN2
ENSG00000151690	MFSD6
ENSG00000180543	TSPYL5
ENSG00000198211	TUBB3
ENSG00000147649	MTDH
ENSG00000163694	RBM47
ENSG00000143375	CGN
ENSG00000258947	
ENSG00000040487	PQLC2
ENSG00000166118	SPATA19
ENSG00000164332	UBLCP1
ENSG00000176204	LRRTM4
ENSG00000005302	MSL3
ENSG00000188394	GPR21
ENSG00000182606	TRAK1
ENSG00000165209	STRBP
ENSG00000172765	TMCC1
ENSG00000077549	CAPZB
ENSG00000254918	
ENSG00000143954	REG3G
ENSG00000080854	IGSF9B
ENSG00000171729	TMEM51
ENSG00000189362	TMEM194B
ENSG00000016082	ISL1
ENSG00000185187	SIGIRR
ENSG00000183734	ASCL2
ENSG00000112144	ICK
ENSG00000110665	C11orf21
ENSG00000182173	TSEN54
ENSG00000113302	IL12B
ENSG00000106991	ENG
ENSG00000248789	
ENSG00000170214	ADRA1B
ENSG00000104341	LAPTM4B
ENSG00000166086	JAM3
ENSG00000179299	NSUN7
ENSG00000113312	TTC1
ENSG00000204464	C1orf195
ENSG00000172023	REG1B
ENSG00000142621	FHAD1
ENSG00000170893	TRH
ENSG00000213949	ITGA1
ENSG00000143367	TUFT1
ENSG00000064201	TSPAN32
ENSG00000138386	NAB1
ENSG00000164399	IL3
ENSG00000143476	DTL
ENSG00000253207	
ENSG00000073350	LLGL2
ENSG00000121989	ACVR2A
ENSG00000132561	MATN2
ENSG00000172752	COL6A5
ENSG00000104447	TRPS1
ENSG00000164400	CSF2
ENSG00000115386	REG1A
ENSG00000164093	PITX2
ENSG00000184445	KNTC1
ENSG00000112146	FBXO9
ENSG00000185101	ANO9
ENSG00000135245	HILPDA
ENSG00000170234	PWWP2A
ENSG00000140995	DEF8
ENSG00000169933	FRMPD4
ENSG00000187094	CCK
ENSG00000165055	METTL2B
ENSG00000072682	P4HA2
ENSG00000173436	MINOS1
ENSG00000163697	APBB2
ENSG00000170231	FABP6
ENSG00000151503	NCAPD3
ENSG00000147677	EIF3H
ENSG00000148204	CRB2
ENSG00000115419	GLS
ENSG00000115947	ORC4
ENSG00000255692	
ENSG00000135127	CCDC64
ENSG00000101911	PRPS2
ENSG00000156482	RPL30
ENSG00000172016	REG3A
ENSG00000214688	C10orf105
ENSG00000107738	C10orf54
ENSG00000119522	DENND1A
ENSG00000157093	LYZL4
ENSG00000151276	MAGI1
ENSG00000143376	SNX27
ENSG00000165630	PRPF18
ENSG00000066032	CTNNA2
ENSG00000135083	CCNJL
ENSG00000176681	LRRC37A
ENSG00000196664	TLR7
ENSG00000174915	PTDSS2
ENSG00000205085	FAM71F2
ENSG00000174749	C4orf32
ENSG00000114812	VIPR1
ENSG00000099260	PALMD
ENSG00000138660	AP1AR
ENSG00000177459	C8orf47
ENSG00000197746	PSAP
ENSG00000171700	RGS19
ENSG00000132541	HRSP12
ENSG00000206384	COL6A6
ENSG00000156869	FRRS1
ENSG00000111737	RAB35
ENSG00000238083	LRRC37A2
ENSG00000142634	EFHD2
ENSG00000145365	TIFA
ENSG00000101916	TLR8
ENSG00000073331	ALPK1
ENSG00000151474	FRMD4A
ENSG00000023191	RNH1
ENSG00000205542	TMSB4X
ENSG00000066027	PPP2R5A
ENSG00000145861	C1QTNF2
ENSG00000135248	FAM71F1
ENSG00000221886	C5orf54
ENSG00000152684	PELO
ENSG00000125510	OPRL1
ENSG00000131435	PDLIM4
ENSG00000187939	DOC2B
ENSG00000164609	SLU7
ENSG00000164171	ITGA2
ENSG00000187268	FAM9C
ENSG00000187391	MAGI2
ENSG00000104356	POP1
ENSG00000262334	
ENSG00000159409	CELF3
ENSG00000162438	CTRC
ENSG00000118507	AKAP7
ENSG00000089154	GCN1L1
ENSG00000162688	AGL
ENSG00000137270	GCM1
ENSG00000123594	ATXN3L
ENSG00000012660	ELOVL5
ENSG00000198759	EGFL6
ENSG00000204406	MBD5
ENSG00000115415	STAT1
ENSG00000104361	NIPAL2
ENSG00000266714	
ENSG00000185829	ARL17A
ENSG00000162951	LRRTM1
ENSG00000177946	CENPBD1
ENSG00000171695	C20orf201
ENSG00000142615	CELA2A
ENSG00000197208	SLC22A4
ENSG00000171204	TMEM126B
ENSG00000065600	TMEM206
ENSG00000003249	DBNDD1
ENSG00000215704	CELA2B
ENSG00000125522	NPBWR2
ENSG00000163541	SUCLG1
ENSG00000196132	MYT1
ENSG00000128595	CALU
ENSG00000197375	SLC22A5
ENSG00000141013	GAS8
ENSG00000073969	NSF
ENSG00000178403	NEUROG2
ENSG00000144741	SLC25A26
ENSG00000196455	PIK3R4
ENSG00000151502	VPS26B
ENSG00000117691	NENF
ENSG00000104375	STK3
ENSG00000001084	GCLC
ENSG00000138658	C4orf21
ENSG00000171202	TMEM126A
ENSG00000151500	THYN1
ENSG00000132906	CASP9
ENSG00000203880	PCMTD2
ENSG00000176896	TCEANC
ENSG00000065809	FAM107B
ENSG00000093183	SEC22C
ENSG00000118520	ARG1
ENSG00000123595	RAB9A
ENSG00000106689	LHX2
ENSG00000178796	RIIAD1
ENSG00000174775	HRAS
ENSG00000196459	TRAPPC2
ENSG00000089157	RPLP0
ENSG00000135999	EPC2
ENSG00000154277	UCHL1
ENSG00000137504	CREBZF
ENSG00000128617	OPN1SW
ENSG00000122863	CHST3
ENSG00000240510	
ENSG00000107742	SPOCK2
ENSG00000127955	GNAI1
ENSG00000197536	C5orf56
ENSG00000128596	CCDC136
ENSG00000162772	ATF3
ENSG00000179071	CCDC89
ENSG00000125347	IRF1
ENSG00000137501	SYTL2
ENSG00000156486	KCNS2
ENSG00000143436	MRPL9
ENSG00000115423	DNAH6
ENSG00000119408	NEK6
ENSG00000188126	MYO15B
ENSG00000144749	LRIG1
ENSG00000164920	OSR2
ENSG00000151498	ACAD8
ENSG00000221819	C16orf3
ENSG00000222019	
ENSG00000161328	LRRC56
ENSG00000164172	MOCS2
ENSG00000126856	PRDM7
ENSG00000168280	KIF5C
ENSG00000132549	VPS13B
ENSG00000162771	FAM71A
ENSG00000124743	KLHL31
ENSG00000123685	BATF3
ENSG00000135218	CD36
ENSG00000112282	MED23
ENSG00000137269	LRRC1
ENSG00000117697	NSL1
ENSG00000008324	SS18L2
ENSG00000117620	SLC35A3
ENSG00000185522	C11orf35
ENSG00000134363	FST
ENSG00000108379	WNT3
ENSG00000116138	DNAJC16
ENSG00000114857	NKTR
ENSG00000158955	WNT9B
ENSG00000174720	LARP7
ENSG00000099849	RASSF7
ENSG00000108433	GOSR2
ENSG00000136930	PSMB7
ENSG00000183648	NDUFB1
ENSG00000156875	HIAT1
ENSG00000064042	LIMCH1
ENSG00000070047	PHRF1
ENSG00000185267	CDNF
ENSG00000113525	IL5
ENSG00000262633	
ENSG00000179673	RPRML
ENSG00000113522	RAD50
ENSG00000004897	CDC27
ENSG00000116771	AGMAT
ENSG00000180264	GPR144
ENSG00000197312	DDI2
ENSG00000156876	SASS6
ENSG00000089159	PXN
ENSG00000187522	HSPA14
ENSG00000145362	ANK2
ENSG00000146147	MLIP
ENSG00000136931	NR5A1
ENSG00000122435	TRMT13
ENSG00000185507	IRF7
ENSG00000203705	TATDN3
ENSG00000214415	GNAT3
ENSG00000122477	LRRC39
ENSG00000148200	NR6A1
ENSG00000075223	SEMA3C
ENSG00000164258	NDUFS4
ENSG00000215695	RSC1A1
ENSG00000116786	PLEKHM2
ENSG00000163376	KBTBD8
ENSG00000165934	CPSF2
ENSG00000150556	LYPD6B
ENSG00000198336	MYL4
ENSG00000185585	OLFML2A
ENSG00000185305	ARL15
ENSG00000137992	DBT
ENSG00000172340	SUCLG2
ENSG00000140090	SLC24A4
ENSG00000162461	SLC25A34
ENSG00000099834	CDHR5
ENSG00000152455	SUV39H2
ENSG00000187123	LYPD6
ENSG00000259207	ITGB3
ENSG00000169271	HSPB3
ENSG00000136918	WDR38
ENSG00000178996	SNX18
ENSG00000183662	FAM19A1
ENSG00000162460	TMEM82
ENSG00000163377	FAM19A4
ENSG00000186854	TRABD2A
ENSG00000136942	RPL35
ENSG00000137996	RTCA
ENSG00000168288	MMADHC
ENSG00000249016	
ENSG00000162458	FBLIM1
ENSG00000164283	ESM1
ENSG00000259753	
ENSG00000114853	ZBTB47
ENSG00000163378	EOGT
ENSG00000113088	GZMK
ENSG00000237896	
ENSG00000178852	EFCAB13
ENSG00000157119	KBTBD5
ENSG00000164919	COX6C
ENSG00000145649	GZMA
ENSG00000137251	TINAG
ENSG00000169194	IL13
ENSG00000089163	SIRT4
ENSG00000019991	HGF
ENSG00000136950	ARPC5L
ENSG00000164287	CDC20B
ENSG00000154269	ENPP3
ENSG00000170890	PLA2G1B
ENSG00000136935	GOLGA1
ENSG00000034510	TMSB10
ENSG00000176407	KCMF1
ENSG00000113520	IL4
ENSG00000152457	DCLRE1C
ENSG00000244607	CCDC13
ENSG00000132554	RGS22
ENSG00000115963	RND3
ENSG00000152284	TCF7L1
ENSG00000185523	C1orf227
ENSG00000168143	FAM83B
ENSG00000135097	MSI1
ENSG00000131437	KIF3A
ENSG00000162769	FLVCR1
ENSG00000215504	
ENSG00000150676	CCDC83
ENSG00000137252	HCRTR2
ENSG00000111775	COX6A1
ENSG00000065526	SPEN
ENSG00000010282	HHATL
ENSG00000079335	CDC14A
ENSG00000222031	
ENSG00000070031	SCT
ENSG00000184898	RBM43
ENSG00000111780	GATC
ENSG00000170855	TRIAP1
ENSG00000069696	DRD4
ENSG00000144747	TMF1
ENSG00000187871	GFRAL
ENSG00000257218	
ENSG00000100599	RIN3
ENSG00000177030	DEAF1
ENSG00000123609	NMI
ENSG00000073921	PICALM
ENSG00000146151	HMGCLL1
ENSG00000173611	SCAI
ENSG00000205089	CCNI2
ENSG00000180658	OR2A4
ENSG00000236761	CTAGE9
ENSG00000197594	ENPP1
ENSG00000164294	GPX8
ENSG00000116809	ZBTB17
ENSG00000152291	TGOLN2
ENSG00000141279	NPEPPS
ENSG00000164402	SEPT8
ENSG00000143494	VASH2
ENSG00000111786	SRSF9
ENSG00000088986	DYNLL1
ENSG00000234602	MCIN
ENSG00000123610	TNFAIP6
ENSG00000152669	CCNO
ENSG00000067248	DHX29
ENSG00000156509	FBXO43
ENSG00000080345	RIF1
ENSG00000147669	POLR2K
ENSG00000042445	RETSAT
ENSG00000110871	COQ5
ENSG00000153956	CACNA2D1
ENSG00000177106	EPS8L2
ENSG00000181061	HIGD1A
ENSG00000144744	UBA3
ENSG00000100600	LGMN
ENSG00000181656	GPR88
ENSG00000162692	VCAM1
ENSG00000119414	PPP6C
ENSG00000104450	SPAG1
ENSG00000039123	SKIV2L2
ENSG00000145349	CAMK2D
ENSG00000112175	BMP5
ENSG00000022840	RNF10
ENSG00000162694	EXTL2
ENSG00000109132	PHOX2B
ENSG00000144648	CCBP2
ENSG00000074266	EED
ENSG00000109133	TMEM33
ENSG00000034677	RNF19A
ENSG00000197889	MEIG1
ENSG00000118523	CTGF
ENSG00000174606	ANGEL2
ENSG00000152463	OLAH
ENSG00000183888	C1orf64
ENSG00000079931	MOXD1
ENSG00000162695	SLC30A7
ENSG00000117543	DPH5
ENSG00000173641	HSPB7
ENSG00000198944	SOWAHA
ENSG00000115459	ELMOD3
ENSG00000164403	SHROOM1
ENSG00000136933	RABEPK
ENSG00000144746	ARL6IP5
ENSG00000108424	KPNB1
ENSG00000163380	LMOD3
ENSG00000186106	ANKRD46
ENSG00000164404	GDF9
ENSG00000240747	KRBOX1
ENSG00000176244	ACBD7
ENSG00000176236	C10orf111
ENSG00000079950	STX7
ENSG00000186510	CLCNKA
ENSG00000186472	PCLO
ENSG00000124749	COL21A1
ENSG00000114541	FRMD4B
ENSG00000044574	HSPA5
ENSG00000149196	C11orf73
ENSG00000152464	RPP38
ENSG00000165219	GAPVD1
ENSG00000164405	UQCRQ
ENSG00000152465	NMT2
ENSG00000182308	DCAF4L1
ENSG00000014824	SLC30A9
ENSG00000164406	LEAP2
ENSG00000146385	TAAR8
ENSG00000067113	PPAP2A
ENSG00000146383	TAAR6
ENSG00000198933	TBKBP1
ENSG00000174226	SNX31
ENSG00000135569	TAAR5
ENSG00000146378	TAAR2
ENSG00000180432	CYP8B1
ENSG00000072364	AFF4
ENSG00000149201	CCDC81
ENSG00000182983	ZNF662
ENSG00000177042	TMEM80
ENSG00000066455	GOLGA5
ENSG00000073861	TBX21
ENSG00000136643	RPS6KC1
ENSG00000146399	TAAR1
ENSG00000170989	S1PR1
ENSG00000070756	PABPC1
ENSG00000170381	SEMA3E
ENSG00000183091	NEB
ENSG00000118733	OLFM3
ENSG00000177058	SLC38A9
ENSG00000006025	OSBPL7
ENSG00000184908	CLCNKB
ENSG00000177156	TALDO1
ENSG00000144649	FAM198A
ENSG00000151376	ME3
ENSG00000167272	POP5
ENSG00000188848	BEND4
ENSG00000144647	GTDC2
ENSG00000185519	FAM131C
ENSG00000100604	CHGA
ENSG00000075213	SEMA3A
ENSG00000177225	PDDC1
ENSG00000163788	SNRK
ENSG00000060718	COL11A1
ENSG00000178343	SHISA3
ENSG00000157782	CABP1
ENSG00000112299	VNN1
ENSG00000124406	ATP8A1
ENSG00000142627	EPHA2
ENSG00000180801	ARSJ
ENSG00000093134	VNN3
ENSG00000159111	MRPL10
ENSG00000164924	YWHAZ
ENSG00000100605	ITPK1
ENSG00000148468	FAM171A1
ENSG00000187098	MITF
ENSG00000153993	SEMA3D
ENSG00000160746	ANO10
ENSG00000110917	MLEC
ENSG00000141294	LRRC46
ENSG00000142632	ARHGEF19
ENSG00000150687	PRSS23
ENSG00000175970	UNC119B
ENSG00000077943	ITGA8
ENSG00000042493	CAPG
ENSG00000174607	UGT8
ENSG00000119487	MAPKAP1
ENSG00000138653	NDST4
ENSG00000141295	SCRN2
ENSG00000117707	PROX1
ENSG00000174599	TRAM1L1
ENSG00000164100	NDST3
ENSG00000122971	ACADS
ENSG00000198822	GRM3
ENSG00000152670	DDX4
ENSG00000255284	
ENSG00000184524	CEND1
ENSG00000174804	FZD4
ENSG00000155329	ZCCHC10
ENSG00000166575	TMEM135
ENSG00000177542	SLC25A22
ENSG00000164099	PRSS12
ENSG00000165943	MOAP1
ENSG00000143499	SMYD2
ENSG00000164659	KIAA1324L
ENSG00000112303	VNN2
ENSG00000157837	SPPL3
ENSG00000237276	ANO7L1
ENSG00000132881	RSG1
ENSG00000189120	SP6
ENSG00000170606	HSPA4
ENSG00000167182	SP2
ENSG00000204377	C1orf134
ENSG00000151914	DST
ENSG00000037637	FBXO42
ENSG00000148481	FAM188A
ENSG00000120963	ZNF706
ENSG00000145388	METTL14
ENSG00000055070	SZRD1
ENSG00000108439	PNPO
ENSG00000150961	SEC24D
ENSG00000123892	RAB38
ENSG00000135100	HNF1A
ENSG00000167183	PRR15L
ENSG00000251180	
ENSG00000220903	
ENSG00000233094	
ENSG00000109861	CTSC
ENSG00000262446	
ENSG00000262666	
ENSG00000083307	GRHL2
ENSG00000263290	
ENSG00000261893	
ENSG00000108465	CDK5RAP3
ENSG00000053108	FSTL4
ENSG00000263324	
ENSG00000262785	
ENSG00000177595	PIDD
ENSG00000262245	FOXR1
ENSG00000114861	FOXP1
ENSG00000153485	TMEM251
ENSG00000263192	CCDC84
ENSG00000259066	
ENSG00000262088	RPS25
ENSG00000187144	SPATA21
ENSG00000267619	TRAPPC4
ENSG00000262676	SLC37A4
ENSG00000167081	PBX3
ENSG00000135164	DMTF1
ENSG00000146409	SLC18B1
ENSG00000262812	HYOU1
ENSG00000113583	C5orf15
ENSG00000213585	VDAC1
ENSG00000104490	NCALD
ENSG00000112306	RPS12
ENSG00000257707	
ENSG00000258264	
ENSG00000235178	ZNF311
ENSG00000229328	OR2W1
ENSG00000157191	NECAP2
ENSG00000257722	
ENSG00000225736	OR2B3
ENSG00000229866	OR2J3
ENSG00000112319	EYA4
ENSG00000232945	OR2J2
ENSG00000237777	OR14J1
ENSG00000242022	OR12D3
ENSG00000227446	OR12D2
ENSG00000229412	OR10C1
ENSG00000234347	OR11A1
ENSG00000232984	OR2H1
ENSG00000185946	RNPC3
ENSG00000228515	MAS1L
ENSG00000237112	GABBR1
ENSG00000157895	C12orf43
ENSG00000165983	PTER
ENSG00000081059	TCF7
ENSG00000177600	RPLP2
ENSG00000240038	AMY2B
ENSG00000135114	OASL
ENSG00000168959	GRM5
ENSG00000231968	UBD
ENSG00000165985	C1QL3
ENSG00000229680	OR2H2
ENSG00000148484	RSU1
ENSG00000197511	
ENSG00000237847	
ENSG00000234623	MOG
ENSG00000186715	MST1P9
ENSG00000048392	RRM2B
ENSG00000172403	SYNPO2
ENSG00000077498	TYR
ENSG00000243480	AMY2A
ENSG00000172399	MYOZ2
ENSG00000223852	ZFP57
ENSG00000235220	HLA-F
ENSG00000177666	PNPLA2
ENSG00000163412	EIF4E3
ENSG00000089041	P2RX7
ENSG00000178636	
ENSG00000235346	HLA-G
ENSG00000145390	USP53
ENSG00000086991	NOX4
ENSG00000235657	HLA-A
ENSG00000196814	FAM125B
ENSG00000162980	ARL5A
ENSG00000257867	
ENSG00000236949	ZNRD1
ENSG00000196690	
ENSG00000170837	GPR27
ENSG00000058453	CROCC
ENSG00000227720	PPP1R11
ENSG00000163421	PROK2
ENSG00000235022	RNF39
ENSG00000118526	TCF21
ENSG00000233573	TRIM31
ENSG00000163602	RYBP
ENSG00000164096	C4orf3
ENSG00000237763	AMY1A
ENSG00000227458	TRIM40
ENSG00000144736	SHQ1
ENSG00000177685	EFCAB4A
ENSG00000227472	TRIM10
ENSG00000005243	COPZ2
ENSG00000235960	TRIM15
ENSG00000145384	FABP2
ENSG00000107611	CUBN
ENSG00000226060	TRIM26
ENSG00000113558	SKP1
ENSG00000136944	LMX1B
ENSG00000257459	
ENSG00000257926	
ENSG00000232839	TRIM39
ENSG00000028839	TBPL1
ENSG00000104517	UBR5
ENSG00000082641	NFE2L1
ENSG00000243009	RPP21
ENSG00000229450	
ENSG00000138735	PDE5A
ENSG00000229252	HLA-E
ENSG00000257301	
ENSG00000257552	
ENSG00000229470	GNL1
ENSG00000174876	AMY1B
ENSG00000177697	CD151
ENSG00000257983	
ENSG00000182389	CACNB4
ENSG00000223887	PRR3
ENSG00000135185	C7orf23
ENSG00000232169	ABCF1
ENSG00000169155	ZBTB43
ENSG00000108468	CBX1
ENSG00000117122	MFAP2
ENSG00000005469	CROT
ENSG00000227804	PPP1R10
ENSG00000172986	GXYLT2
ENSG00000177125	ZBTB34
ENSG00000163605	PPP4R2
ENSG00000233813	MRPS18B
ENSG00000136828	RALGPS1
ENSG00000002919	SNX11
ENSG00000113575	PPP2CA
ENSG00000229061	ATAT1
ENSG00000187733	AMY1C
ENSG00000146411	SLC2A12
ENSG00000135124	P2RX4
ENSG00000198890	PRMT6
ENSG00000006837	CDKL3
ENSG00000162631	NTNG1
ENSG00000261974	CWC15
ENSG00000261946	KDM4D
ENSG00000262258	KDM4E
ENSG00000177700	POLR2L
ENSG00000237012	C6orf136
ENSG00000118515	SGK1
ENSG00000159363	ATP13A2
ENSG00000233418	DHX16
ENSG00000005471	ABCB4
ENSG00000234000	PPP1R18
ENSG00000107614	TRDMT1
ENSG00000236843	NRM
ENSG00000214063	TSPAN4
ENSG00000225589	MDC1
ENSG00000255423	EBLN2
ENSG00000121440	PDZRN3
ENSG00000141293	SKAP1
ENSG00000235067	TUBB
ENSG00000262683	FHIT
ENSG00000168930	TRIM49
ENSG00000131389	SLC6A6
ENSG00000120094	HOXB1
ENSG00000164109	MAD2L1
ENSG00000173917	HOXB2
ENSG00000253633	
ENSG00000176695	OR4F17
ENSG00000155087	ODF1
ENSG00000134215	VAV3
ENSG00000115145	STAM2
ENSG00000141934	PPAP2C
ENSG00000155090	KLF10
ENSG00000173275	ZNF449
ENSG00000105556	MIER2
ENSG00000165359	DDX26B
ENSG00000262505	
ENSG00000262635	
ENSG00000263238	
ENSG00000105549	THEG
ENSG00000138738	PRDM5
ENSG00000110931	CAMKK2
ENSG00000206379	FLOT1
ENSG00000112039	FANCE
ENSG00000183186	C2CD4C
ENSG00000085760	MTIF2
ENSG00000129946	SHC2
ENSG00000189253	TRIM64B
ENSG00000120093	HOXB3
ENSG00000181781	ODF3L2
ENSG00000227231	IER3
ENSG00000113805	CNTN3
ENSG00000148773	MKI67
ENSG00000204449	TRIM49C
ENSG00000099866	MADCAM1
ENSG00000230456	DDR1
ENSG00000085563	ABCB1
ENSG00000119048	UBE2B
ENSG00000141933	TPGS1
ENSG00000155096	AZIN1
ENSG00000099804	CDC34
ENSG00000116785	CFHR3
ENSG00000172969	FRG2C
ENSG00000197540	GZMM
ENSG00000198755	RPL10A
ENSG00000237190	CDKN2AIPNL
ENSG00000172270	BSG
ENSG00000157827	FMNL2
ENSG00000196504	PRPF40A
ENSG00000136859	ANGPTL2
ENSG00000100564	PIGH
ENSG00000077616	NAALAD2
ENSG00000226384	GTF2H4
ENSG00000244414	CFHR1
ENSG00000227124	ZNF717
ENSG00000160307	S100B
ENSG00000043143	PHF15
ENSG00000099822	HCN2
ENSG00000127419	TMEM175
ENSG00000230985	
ENSG00000233101	HOXB-AS3
ENSG00000099821	POLRMT
ENSG00000152700	SAR1B
ENSG00000185008	ROBO2
ENSG00000007866	TEAD3
ENSG00000182742	HOXB4
ENSG00000070388	FGF22
ENSG00000110172	CHORDC1
ENSG00000070423	RNF126
ENSG00000232478	CT45A1
ENSG00000169855	ROBO1
ENSG00000225454	SFTA2
ENSG00000160310	PRMT2
ENSG00000232251	DPCR1
ENSG00000258229	
ENSG00000070404	FSTL3
ENSG00000237962	
ENSG00000173376	NDNF
ENSG00000225543	C6orf15
ENSG00000233439	PSORS1C1
ENSG00000120075	HOXB5
ENSG00000113615	SEC24A
ENSG00000185198	PRSS57
ENSG00000237123	CDSN
ENSG00000108511	HOXB6
ENSG00000232127	PSORS1C2
ENSG00000099864	PALM
ENSG00000050730	TNIP3
ENSG00000206355	CCHCR1
ENSG00000026025	VIM
ENSG00000081181	ARG2
ENSG00000118514	ALDH8A1
ENSG00000170430	MGMT
ENSG00000099812	C19orf21
ENSG00000100568	VTI1B
ENSG00000186867	QRFPR
ENSG00000011304	PTBP1
ENSG00000257148	
ENSG00000233890	TCF19
ENSG00000115355	CCDC88A
ENSG00000164111	ANXA5
ENSG00000229094	POU5F1
ENSG00000263281	
ENSG00000120087	HOXB7
ENSG00000120068	HOXB8
ENSG00000170689	HOXB9
ENSG00000228299	HLA-C
ENSG00000164615	CAMLG
ENSG00000159182	PRAC
ENSG00000129951	
ENSG00000159184	HOXB13
ENSG00000112339	HBS1L
ENSG00000172232	AZU1
ENSG00000224378	MICB
ENSG00000196415	PRTN3
ENSG00000197561	ELANE
ENSG00000231975	MCCD1
ENSG00000108001	EBF3
ENSG00000197766	CFD
ENSG00000230624	DDX39B
ENSG00000154781	C3orf19
ENSG00000175221	MED16
ENSG00000080910	CFHR2
ENSG00000112041	TULP1
ENSG00000145833	DDX46
ENSG00000198858	R3HDM4
ENSG00000242185	CT45A2
ENSG00000258466	
ENSG00000234668	ATP6V1G2
ENSG00000177917	ARL6IP6
ENSG00000134365	CFHR4
ENSG00000236196	NFKBIL1
ENSG00000114480	GBE1
ENSG00000116014	KISS1R
ENSG00000072042	RDH11
ENSG00000258129	
ENSG00000223919	LTA
ENSG00000116017	ARID3A
ENSG00000228849	TNF
ENSG00000236925	LTB
ENSG00000065268	WDR18
ENSG00000177519	RPRM
ENSG00000131379	C3orf20
ENSG00000144278	GALNT13
ENSG00000223465	LST1
ENSG00000232417	CT45A3
ENSG00000134389	CFHR5
ENSG00000116032	GRIN3B
ENSG00000181904	C5orf24
ENSG00000108010	GLRX3
ENSG00000182087	C19orf6
ENSG00000175161	CADM2
ENSG00000237103	NCR3
ENSG00000153404	PLEKHG4B
ENSG00000096060	FKBP5
ENSG00000257481	
ENSG00000234836	AIF1
ENSG00000064666	CNN2
ENSG00000164112	TMEM155
ENSG00000228836	CT45A4
ENSG00000231370	PRRC2A
ENSG00000113621	TXNDC15
ENSG00000143278	F13B
ENSG00000176769	TCERG1L
ENSG00000145214	DGKQ
ENSG00000064687	ABCA7
ENSG00000162989	KCNJ3
ENSG00000206538	VGLL3
ENSG00000227761	BAG6
ENSG00000066279	ASPM
ENSG00000226757	
ENSG00000123737	EXOSC9
ENSG00000180448	HMHA1
ENSG00000185028	LRRC14B
ENSG00000154783	FGD5
ENSG00000153234	NR4A2
ENSG00000227567	APOM
ENSG00000164366	CCDC127
ENSG00000228435	C6orf47
ENSG00000099817	POLR2E
ENSG00000233210	GPANK1
ENSG00000132570	PCBD2
ENSG00000139988	RDH12
ENSG00000083937	CHMP2B
ENSG00000073578	SDHA
ENSG00000258166	
ENSG00000167468	GPX4
ENSG00000230700	CSNK2B
ENSG00000152705	CATSPER3
ENSG00000258589	
ENSG00000064932	SBNO2
ENSG00000244672	LY6G5B
ENSG00000226404	LY6G5C
ENSG00000064835	POU1F1
ENSG00000242284	CT45A5
ENSG00000231488	ABHD16A
ENSG00000189275	
ENSG00000069011	PITX1
ENSG00000175470	PPP2R2D
ENSG00000224186	
ENSG00000113648	H2AFY
ENSG00000157343	ARMC12
ENSG00000118046	STK11
ENSG00000072121	ZFYVE26
ENSG00000243003	LY6G6F
ENSG00000259101	
ENSG00000237482	
ENSG00000099625	C19orf26
ENSG00000234443	LY6G6D
ENSG00000224393	C6orf25
ENSG00000099624	ATP5D
ENSG00000179097	HTR1F
ENSG00000228859	LY6G6C
ENSG00000163320	CGGBP1
ENSG00000227317	DDAH2
ENSG00000167470	MIDN
ENSG00000145217	SLC26A1
ENSG00000226248	CLIC1
ENSG00000099622	CIRBP
ENSG00000226907	CT45A6
ENSG00000115159	GPD2
ENSG00000230293	MSH5
ENSG00000127415	IDUA
ENSG00000196748	CLPSL2
ENSG00000204140	CLPSL1
ENSG00000176171	BNIP3
ENSG00000118513	MYB
ENSG00000181433	SAGE1
ENSG00000266027	MSH5-SAPCD1
ENSG00000137392	CLPS
ENSG00000188385	JAKMIP3
ENSG00000227074	SAPCD1
ENSG00000230048	VWA7
ENSG00000228300	C19orf24
ENSG00000197753	LHFPL5
ENSG00000226593	
ENSG00000096171	VARS
ENSG00000096063	SRPK1
ENSG00000160953	MUM1
ENSG00000231502	LSM2
ENSG00000099617	EFNA2
ENSG00000234258	HSPA1L
ENSG00000115286	NDUFS7
ENSG00000234475	HSPA1A
ENSG00000177463	NR2C2
ENSG00000231555	HSPA1B
ENSG00000229300	C6orf48
ENSG00000176936	
ENSG00000130005	GAMT
ENSG00000234343	NEU1
ENSG00000169446	MMGT1
ENSG00000071626	DAZAP1
ENSG00000229729	
ENSG00000127418	FGFRL1
ENSG00000228263	SLC44A4
ENSG00000175105	ZNF654
ENSG00000179021	C3orf38
ENSG00000145386	CCNA2
ENSG00000203945	
ENSG00000198689	SLC9A6
ENSG00000044524	EPHA3
ENSG00000227333	EHMT2
ENSG00000115268	RPS15
ENSG00000138686	BBS7
ENSG00000249915	PDCD6
ENSG00000115266	APC2
ENSG00000151640	DPYSL4
ENSG00000231543	C2
ENSG00000119559	C19orf25
ENSG00000178222	RNF212
ENSG00000184500	PROS1
ENSG00000115257	PCSK4
ENSG00000136542	GALNT5
